N,hilos,tiempo_s,std_tiempo_s,trials
100000,8,0.0422538,0.007252065261703041,5
1000000,8,0.3148806,0.005314667914366799,5
5000000,8,2.250191,0.12746679456391766,5
10000000,8,4.5326408,0.045668556440509434,5
50000000,8,22.258167999999998,0.033827835910681565,5
