N,hilos,tiempo_s,std_tiempo_s,trials
100000,2,0.1235212,0.0014501004654850639,5
1000000,2,1.2259702,0.010227744979221971,5
5000000,2,6.2312732,0.0370573695526273,5
10000000,2,12.5182802,0.03928271311607707,5
50000000,2,61.989054599999996,0.13393698970575563,5
