version,Ir,Dr,Dw,D_refs,D1mr,D1mw,D1_misses,DLmr,DLmw,DL_misses,D1_miss_rate_pct,DL_miss_rate_pct
Serial O0,198089633311,85384090567,20060032981,105444123548,313127347,312816985,625944332,312754012,312816959,625570971,0.5936265682127456,0.5932724839950224
