N,hilos,tiempo_s,std_tiempo_s,trials
100000,4,0.0644834,0.0009071254819483362,5
1000000,4,0.617769,0.0010654433818838103,5
5000000,4,3.24461,0.05039314370427792,5
10000000,4,6.4413094,0.022871281272373,5
50000000,4,31.9027048,0.057284129004114163,5
