version,Ir,Dr,Dw,D_refs,D1mr,D1mw,D1_misses,DLmr,DLmw,DL_misses,D1_miss_rate_pct,DL_miss_rate_pct
Serial O3,59814075265,12699558482,5055020343,17754578825,313126551,312814990,625941541,312753215,312814964,625568179,3.5255217663548266,3.523418860937131
