Ronda,400,600,800,1000,2000,4000,5500,6000,8000
1,0.043391,0.146824,0.347970,0.695491,6.830734,158.540542,368.696154,473.085885,1006.155661
2,0.059417,0.199967,0.474822,0.967104,8.309276,160.736495,363.999313,456.333413,992.296188
3,0.048001,0.185326,0.462949,0.922437,8.031477,159.610609,359.511891,454.215257,981.767218
4,0.055149,0.185343,0.439376,0.866221,8.073572,158.433996,356.463637,466.034871,963.939267
5,0.059530,0.207549,0.487628,1.048200,8.485845,162.857740,381.794928,496.760070,1078.071194
6,0.065137,0.229898,0.552019,1.042612,8.867967,167.971928,390.430462,507.658958,1069.777138
7,0.072461,0.242789,0.578475,1.148403,8.852838,168.092447,405.787460,486.093100,1033.429777
8,0.055070,0.199394,0.469163,0.914507,8.296050,162.852570,377.177479,482.117075,1031.358740
9,0.055126,0.200344,0.486025,1.009033,9.829701,162.934476,367.578093,467.752949,1006.896385
10,0.059621,0.204314,0.485504,0.907044,8.064564,161.663265,368.142388,467.754758,1012.472823
Promedio,0.057290,0.200175,0.478393,0.952105,8.364202,162.369407,373.958180,475.780634,1017.616439
Speedup (vs secuencial),1.139811,1.100219,1.093541,1.112850,1.147721,1.538918,1.541401,1.490508,1.441687
