Ronda,400,600,800,1000,2000,4000,5500,6000,8000
1,0.018944,0.061087,0.143629,0.286041,2.796166,67.100151,184.347218,221.588789,534.535618
2,0.024129,0.085401,0.229142,0.456626,3.844949,67.141531,177.353292,218.788532,521.896291
3,0.021511,0.083042,0.214415,0.434744,3.699276,65.535639,179.277694,214.789445,508.861157
4,0.019630,0.076581,0.204581,0.413784,3.996380,64.025966,179.185000,217.385930,530.049083
5,0.024348,0.086455,0.225975,0.460637,3.936989,74.296972,194.450440,245.367018,584.121245
6,0.025024,0.089398,0.232503,0.511474,4.072557,71.086933,204.314439,245.738452,559.240792
7,0.026506,0.096004,0.246931,0.520947,4.027548,72.887743,208.784406,222.724175,545.034865
8,0.020057,0.079240,0.216011,0.450278,3.756664,69.405493,195.555529,238.116891,549.381753
9,0.024440,0.084646,0.236797,0.463594,3.923499,69.283361,181.490310,223.720136,528.666833
10,0.020682,0.083640,0.213736,0.441192,3.726079,70.566156,180.760968,221.982010,537.039732
Promedio,0.022527,0.082549,0.216372,0.443932,3.778011,69.132994,188.551930,227.020138,539.882737
Speedup (vs secuencial),2.898735,2.667932,2.417793,2.386741,2.540958,3.614385,3.057086,3.123753,2.717413
