Ronda,400,600,800,1000,2000,4000,5500,6000,8000
1,0.018825,0.061427,0.143968,0.334718,2.820526,75.857795,215.399232,265.174049,596.377447
2,0.019495,0.083485,0.253201,0.528198,4.687143,92.155397,218.158347,264.439554,561.452569
3,0.020260,0.063343,0.161355,0.447146,4.375543,88.806495,212.244051,254.013976,558.583345
4,0.019317,0.075091,0.221110,0.474966,4.326403,85.815509,205.382197,247.480551,532.150888
5,0.020283,0.063720,0.152760,0.349528,4.321787,84.171919,203.363668,247.493574,536.170972
6,0.020429,0.063743,0.171835,0.458387,4.228985,83.692867,203.461406,245.226283,533.064755
7,0.019493,0.072683,0.218872,0.457365,4.145094,83.346342,200.770686,244.016399,535.885095
8,0.020235,0.064362,0.152162,0.322767,4.116617,84.117070,200.652718,241.771250,535.505062
9,0.019409,0.077860,0.220535,0.462281,4.300309,86.257872,207.726990,250.932262,550.831688
10,0.020204,0.066833,0.214017,0.482214,4.383057,88.574771,211.766638,258.900251,573.400479
Promedio,0.019795,0.069255,0.190981,0.431757,4.170546,85.279604,207.892593,251.944815,551.342230
Speedup (vs secuencial),3.298818,3.180090,2.739232,2.454042,2.301801,2.930047,2.772679,2.814723,2.660932
