Ronda,400,600,800,1000,2000,4000,5500,6000,8000
1,0.035015,0.112956,0.270422,0.551595,6.007642,128.481924,303.887400,395.423207,870.858869
2,0.035003,0.128798,0.390550,0.743749,6.750785,138.898999,326.055552,394.789176,841.905441
3,0.034367,0.111422,0.277744,0.598125,6.259101,135.022700,317.036852,389.248693,823.739714
4,0.034555,0.122611,0.343864,0.688679,6.263114,133.707119,314.962326,386.451970,818.449735
5,0.034288,0.113760,0.282250,0.577008,5.937928,128.687645,311.662359,384.223078,821.429666
6,0.034406,0.118871,0.285702,0.627268,6.099417,128.458145,309.687489,384.107632,815.027294
7,0.036090,0.125758,0.329061,0.659229,6.179075,128.090520,311.866172,378.369188,810.596187
8,0.034230,0.114969,0.279887,0.575515,5.874154,128.615564,308.648300,381.399097,825.841557
9,0.037655,0.130556,0.338089,0.670237,6.257964,132.154810,312.416425,388.092748,820.668243
10,0.033433,0.116023,0.310598,0.683959,6.362155,135.161683,315.572557,391.780431,856.292747
Promedio,0.034904,0.119572,0.310817,0.637536,6.199134,131.727911,313.179543,387.388522,830.480945
Speedup (vs secuencial),1.870838,1.841865,1.683123,1.661944,1.548566,1.896889,1.840540,1.830604,1.766548
