implementation,n,nsweeps,workers,iteration,time_s
threads,4000000,15000,8,5,68.156054
threads,5000000,15000,8,5,85.932859
threads,10000,15000,8,6,0.124963
threads,100000,15000,8,6,0.592703
threads,1000000,15000,8,6,5.061322
threads,2000000,15000,8,6,31.929398
threads,4000000,15000,8,6,68.389411
threads,5000000,15000,8,6,85.402435
threads,10000,15000,8,7,0.132979
threads,100000,15000,8,7,0.589489
threads,1000000,15000,8,7,5.161813
threads,2000000,15000,8,7,31.965752
threads,4000000,15000,8,7,68.242376
threads,5000000,15000,8,7,85.443785
threads,10000,15000,8,8,0.111031
threads,100000,15000,8,8,0.562998
threads,1000000,15000,8,8,5.223850
threads,2000000,15000,8,8,32.068103
threads,4000000,15000,8,8,68.342193
threads,5000000,15000,8,8,85.501817
threads,10000,15000,8,9,0.125586
threads,100000,15000,8,9,0.553091
threads,1000000,15000,8,9,4.987736
threads,2000000,15000,8,9,31.992672
threads,4000000,15000,8,9,68.446992
threads,5000000,15000,8,9,85.616687
threads,10000,15000,8,10,0.114053
threads,100000,15000,8,10,0.568199
threads,1000000,15000,8,10,5.025259
threads,2000000,15000,8,10,31.926452
threads,4000000,15000,8,10,68.403712
threads,5000000,15000,8,10,86.128339
threads,10000,15000,16,1,0.138624
threads,100000,15000,16,1,0.531817
threads,1000000,15000,16,1,4.532668
threads,2000000,15000,16,1,33.699397
threads,4000000,15000,16,1,71.572105
threads,5000000,15000,16,1,89.773604
threads,10000,15000,16,2,0.139655
threads,100000,15000,16,2,0.557783
threads,1000000,15000,16,2,4.550162
threads,2000000,15000,16,2,34.125601
threads,4000000,15000,16,2,71.749289
threads,5000000,15000,16,2,89.232428
threads,10000,15000,16,3,0.141119
threads,100000,15000,16,3,0.543193
threads,1000000,15000,16,3,4.663711
threads,2000000,15000,16,3,34.033347
threads,4000000,15000,16,3,71.868975
threads,5000000,15000,16,3,89.705385
threads,10000,15000,16,4,0.139257
threads,100000,15000,16,4,0.591380
threads,1000000,15000,16,4,4.698628
threads,2000000,15000,16,4,34.420597
threads,4000000,15000,16,4,71.601126
threads,5000000,15000,16,4,89.567982
threads,10000,15000,16,5,0.137470
threads,100000,15000,16,5,0.518853
threads,1000000,15000,16,5,4.535382
threads,2000000,15000,16,5,34.049091
threads,4000000,15000,16,5,71.247575
threads,5000000,15000,16,5,89.445868
threads,10000,15000,16,6,0.138833
threads,100000,15000,16,6,0.556148
threads,1000000,15000,16,6,4.592766
threads,2000000,15000,16,6,33.700982
threads,4000000,15000,16,6,71.726967
threads,5000000,15000,16,6,89.273943
threads,10000,15000,16,7,0.137670
threads,100000,15000,16,7,0.546305
threads,1000000,15000,16,7,4.613334
threads,2000000,15000,16,7,33.856341
threads,4000000,15000,16,7,71.650600
threads,5000000,15000,16,7,89.393936
threads,10000,15000,16,8,0.137479
threads,100000,15000,16,8,0.534724
threads,1000000,15000,16,8,4.553429
threads,2000000,15000,16,8,33.943448
threads,4000000,15000,16,8,71.819424
threads,5000000,15000,16,8,89.657213
threads,10000,15000,16,9,0.137789
threads,100000,15000,16,9,0.556035
threads,1000000,15000,16,9,4.635452
threads,2000000,15000,16,9,34.411470
threads,4000000,15000,16,9,71.376076
threads,5000000,15000,16,9,89.564417
threads,10000,15000,16,10,0.137154
threads,100000,15000,16,10,0.565874
threads,1000000,15000,16,10,4.634432
threads,2000000,15000,16,10,34.278785
threads,4000000,15000,16,10,71.664380
threads,5000000,15000,16,10,89.471451
