Ronda,400,600,800,1000,2000,4000,5500,6000,8000
1,0.019914,0.066307,0.161654,0.324010,3.230711,84.064076,247.868991,284.887965,567.704113
2,0.036330,0.126665,0.294941,0.615358,5.247001,97.078176,224.112720,273.413608,585.088281
3,0.021469,0.095687,0.260823,0.560157,4.727979,94.229757,214.009350,268.691654,577.590552
4,0.021632,0.094676,0.251910,0.535412,4.619226,91.633351,212.535856,266.191270,568.483170
5,0.023670,0.096914,0.253803,0.544760,4.682171,94.129078,217.767372,293.461248,604.325429
6,0.025687,0.103909,0.263765,0.572261,4.933356,96.150332,227.998705,287.684730,629.071961
7,0.025882,0.109024,0.271455,0.607024,5.140279,98.909956,226.416810,286.138172,628.020783
8,0.029964,0.127104,0.273732,0.591518,5.174339,99.687916,225.113172,276.495104,600.525201
9,0.023604,0.102050,0.261049,0.569978,4.928405,95.141687,224.424885,287.715770,619.566896
10,0.035305,0.130465,0.264458,0.589142,5.054616,97.540055,224.443562,278.587896,600.918824
Promedio,0.026346,0.105280,0.255759,0.550962,4.773808,94.856438,224.469142,280.326742,598.129521
Speedup (vs secuencial),2.478587,2.091907,2.045451,1.923091,2.010925,2.634226,2.567923,2.529744,2.452787
